Date,Close,High,Low,Open,Volume
1999-01-22,0.03761516883969307,0.04882799834012985,0.038802001625299454,0.04374999925494194,2714688000
1999-01-25,0.04155588895082474,0.04583299905061722,0.041016001254320145,0.04427099972963333,510480000
1999-01-26,0.03833140432834625,0.046744998544454575,0.04114599898457527,0.04583299905061722,343200000
1999-01-27,0.038212187588214874,0.04296899959445,0.0395830012857914,0.041926998645067215,244368000
1999-01-28,0.03809205815196037,0.041926998645067215,0.0412760004401207,0.04166699945926666,227520000
1999-01-29,0.03630097582936287,0.04166699945926666,0.0395830012857914,0.04153599962592125,244032000
1999-02-01,0.037018127739429474,0.04062499850988388,0.0395830012857914,0.0395830012857914,154704000
1999-02-02,0.03415226191282272,0.04062499850988388,0.03606799989938736,0.0395830012857914,264096000
1999-02-03,0.034868497401475906,0.0385419987142086,0.03645800054073334,0.036719001829624176,75120000
1999-02-04,0.03677878901362419,0.04114599898457527,0.03802099823951721,0.0385419987142086,181920000
1999-02-05,0.03785359859466553,0.04166699945926666,0.03971400111913681,0.040754999965429306,136848000
1999-02-08,0.036540333181619644,0.04166699945926666,0.03984399884939194,0.04153599962592125,154080000
1999-02-09,0.03510693833231926,0.04088500142097473,0.03776000067591667,0.04062499850988388,86976000
1999-02-10,0.03474928438663483,0.039322998374700546,0.03723999857902527,0.03828100115060806,148224000
1999-02-11,0.03773438557982445,0.04270799830555916,0.03802099823951721,0.03802099823951721,132240000
1999-02-12,0.039884041994810104,0.04374999925494194,0.04166699945926666,0.04166699945926666,109728000
1999-02-16,0.04012247920036316,0.04609400033950806,0.039322998374700546,0.04427099972963333,211008000
1999-02-17,0.0379728265106678,0.04322899878025055,0.04062499850988388,0.04270799830555916,67728000
1999-02-18,0.038569848984479904,0.04322899878025055,0.04088500142097473,0.04270799830555916,70704000
1999-02-19,0.039884041994810104,0.04427099972963333,0.04114599898457527,0.04166699945926666,75360000
1999-02-22,0.04012247920036316,0.04479200020432472,0.041405998170375824,0.04427099972963333,205248000
1999-02-23,0.042032770812511444,0.046744998544454575,0.042187999933958054,0.04479200020432472,138096000
1999-02-24,0.04537646844983101,0.054687999188899994,0.04830700159072876,0.05260400101542473,612768000
1999-02-25,0.043943971395492554,0.05312500149011612,0.04713499918580055,0.051562998443841934,149136000
1999-02-26,0.04191354289650917,0.05000000074505806,0.04531300067901611,0.04843800142407417,172608000
1999-03-01,0.04215291514992714,0.04791700094938278,0.04374999925494194,0.046875,92160000
1999-03-02,0.04179432615637779,0.04609400033950806,0.04479200020432472,0.04583299905061722,55248000
1999-03-03,0.03892844170331955,0.04583299905061722,0.042187999933958054,0.04583299905061722,61392000
1999-03-04,0.03809205815196037,0.04479200020432472,0.04114599898457527,0.044530998915433884,57360000
1999-03-05,0.04024171829223633,0.04400999844074249,0.041926998645067215,0.041926998645067215,78768000
1999-03-08,0.04083872213959694,0.04583299905061722,0.041926998645067215,0.04270799830555916,75888000
1999-03-09,0.04215291514992714,0.04661500081419945,0.04440100118517876,0.04440100118517876,143184000
1999-03-10,0.04143574833869934,0.04661500081419945,0.044530998915433884,0.04661500081419945,235344000
1999-03-11,0.03964468091726303,0.0451820008456707,0.04322899878025055,0.04440100118517876,54288000
1999-03-12,0.03892844170331955,0.04349000006914139,0.04166699945926666,0.04349000006914139,90768000
1999-03-15,0.040600281208753586,0.04479200020432472,0.04322899878025055,0.04349000006914139,108816000
